	standard_concept_name
452	acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule
453	diclofenac sodium 100 MG Extended Release Oral Capsule
454	guaifenesin 400 MG Oral Tablet [Tab Tussin]
455	{48 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS 12 Day Uni-Pak]
456	ketorolac tromethamine 30 MG/ML Cartridge
457	hydromorphone hydrochloride 2 MG/ML Injection [Dilaudid]
458	dicloxacillin 500 MG [Dynapen]
459	benazepril hydrochloride 5 MG / hydrochlorothiazide 6.25 MG Oral Tablet [Lotensin HCT]
460	cholecalciferol 400 UNT
461	morphine sulfate 30 MG Extended Release Oral Tablet [MST Continus]
462	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [S-T Forte 2]
463	guaifenesin 200 MG / phenylephrine tannate 25 MG Oral Tablet
464	nitroglycerin 0.3 MG Sublingual Tablet [GTN]
465	naproxen 500 MG Oral Tablet
466	cyclosporine 0.5 MG/ML Ophthalmic Suspension [Restasis]
467	aspirin 81 MG Oral Tablet [Bufferin]
468	donepezil hydrochloride 10 MG Oral Tablet
469	dorzolamide
470	piroxicam 10 MG Oral Capsule
471	glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet
472	phenylephrine hydrochloride 25 MG/ML Ophthalmic Solution [Mydfrin]
473	morphine sulfate 15 MG Extended Release Oral Tablet [Morphabond]
474	acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet [Tylenol with Codeine]
475	chondroitin sulfates 1200 MG / glucosamine sulfate 1500 MG Oral Tablet
476	indapamide 1.25 MG
477	vitamin E 1200 UNT
478	insulin glulisine, human 100 UNT/ML Injectable Solution
479	lisdexamfetamine dimesylate 40 MG Chewable Tablet
480	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine
481	hydrocortisone probutate 1 MG/ML Topical Cream [Pandel]
482	docusate sodium 100 MG Oral Capsule [Doculax]
483	calcium carbonate 1500 MG
484	chromic chloride 0.0205 MG/ML / copper sulfate 1.57 MG/ML / manganese sulfate 0.308 MG/ML / zinc sulfate 4.39 MG/ML Injectable Solution [Multitrace-4]
485	metoprolol tartrate 50 MG Oral Tablet [Arbralene]
486	sulconazole
487	amoxicillin 400 MG / clavulanate 57 MG Chewable Tablet [Augmentin]
488	fenofibrate 43 MG Oral Capsule [Antara]
489	naloxone 0.5 MG / pentazocine 50 MG Oral Tablet [Talwin NX]
490	24 HR amphetamine 9.4 MG Extended Release Oral Tablet [Adzenys]
491	2 ML amisulpride 2.5 MG/ML Injection [Barhemsys]
492	paromomycin 250 MG Oral Capsule [Paromycin]
493	penicillin V potassium 250 MG [Veetids]
494	thiamine 6 MG
495	methylphenidate hydrochloride 5 MG Chewable Tablet
496	triamcinolone acetonide 1 MG/ML Topical Cream [Triderm]
497	phenylephrine hydrochloride 10 MG Oral Tablet [Sudogest PE]
498	theophylline 100 MG Oral Tablet [Slo-Phyllin]
499	cortisone 10 MG
500	dexmethylphenidate hydrochloride 15 MG Extended Release Oral Capsule [Focalin]
501	guaifenesin 400 MG Oral Tablet [XPECT]
502	azithromycin 250 MG Oral Tablet
503	calcium carbonate 1250 MG / cholecalciferol 100 UNT / vitamin K 0.04 MG Chewable Tablet
504	chondroitin sulfates
505	bisoprolol fumarate 10 MG Oral Tablet
506	0.8 ML enoxaparin sodium 100 MG/ML Prefilled Syringe
507	24 HR venlafaxine 75 MG Extended Release Oral Capsule
508	phenol 14 MG/ML Mucosal Spray [Chloraseptic Spray]
509	fenofibrate 67 MG Oral Capsule
510	cefpodoxime 20 MG/ML Oral Suspension
511	cilastatin 250 MG / imipenem 250 MG Injection
512	carisoprodol
513	diclofenac sodium 20 MG/ML Topical Solution [Pennsaid]
514	0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.12 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.12 MG/ML Prefilled Syringe [Fluzon...
515	sitagliptin 25 MG Oral Tablet [Januvia]
516	naproxen sodium 275 MG Oral Tablet
517	{1 (bisacodyl 5 MG Delayed Release Oral Tablet) / 1 (2000 ML) (polyethylene glycol 3350 210000 MG / potassium chloride 740 MG / sodium bicarbonate 2860 MG / sodium chloride 5600 MG Powder for Oral Solution) } Pack
518	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler
519	ketorolac tromethamine 10 MG Oral Tablet [Toradol]
520	buspirone hydrochloride 7.5 MG Oral Tablet [Vanspar]
521	PMDD fluoxetine 20 MG Oral Tablet [Sarafem]
522	inulin
523	aluminum hydroxide 120 MG/ML / magnesium hydroxide 60 MG/ML [Maalox]
524	silver nitrate 250 MG/ML Topical Solution
525	prednisolone 5 MG Effervescent Oral Tablet
526	1.3 ML aripiprazole 7.5 MG/ML Injection
527	4 ML diazepam 5 MG/ML Rectal Gel
528	antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution [Auroguard]
529	biotin 10 MG Disintegrating Oral Tablet
530	chondroitin sulfates 400 MG
531	amoxicillin 400 MG
532	castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG / trypsin 0.09 UNT/MG Topical Ointment [Xenaderm]
533	24 HR pramipexole dihydrochloride 2.25 MG Extended Release Oral Tablet
534	brompheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution
535	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Vitussin]
536	amobarbital sodium 500 MG Injection
537	ascorbic acid Oral Capsule
538	sennosides, USP 17 MG Oral Tablet
539	ascorbic acid 250 MG Chewable Tablet [Sunkist Vitamin C]
540	warfarin sodium 1 MG
541	acetaminophen 500 MG Oral Tablet [Genapap]
542	bumetanide Injectable Solution
543	chlordiazepoxide hydrochloride 50 MG/ML Injectable Solution [Librium]
544	ascorbic acid 100 MG Disintegrating Oral Tablet
545	insulin glulisine, human Injectable Solution
546	fentanyl 0.2 MG Buccal Tablet
547	24 HR nitroglycerin 0.1 MG/HR Transdermal System [Minitran]
548	carbinoxamine maleate 1 MG/ML / dextromethorphan hydrobromide 4 MG/ML / pseudoephedrine hydrochloride 15 MG/ML Oral Solution
549	bisacodyl 10 MG Rectal Suppository [Bisa-Plex]
550	28 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler
551	lidocaine 0.0399 MG/MG / menthol 0.0125 MG/MG Medicated Patch [Lidopatch]
552	24 HR dexmethylphenidate hydrochloride 35 MG Extended Release Oral Capsule [Focalin]
553	paroxetine hydrochloride 10 MG Oral Tablet
554	rizatriptan 10 MG Oral Tablet [Maxalt]
555	acarbose 50 MG Oral Tablet
556	haloperidol decanoate 50 MG/ML Injectable Solution
557	rocuronium
558	50/50 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule
559	minoxidil 50 MG/ML Topical Solution
560	timolol 5 MG/ML Ophthalmic Solution [Betimol]
561	sulindac 150 MG Oral Tablet
562	24 HR verapamil hydrochloride 180 MG Extended Release Oral Capsule
563	0.5 ML sumatriptan 12 MG/ML Jet Injector [Sumavel]
564	naloxone 0.5 MG / pentazocine 50 MG Oral Tablet
565	cefuroxime 750 MG Injection [Zinacef]
566	sumatriptan 25 MG [Imitrex]
567	lidocaine hydrochloride 5 MG/ML [Xylocaine]
568	carboxymethylcellulose sodium 0.0025 MG/MG / hypromellose 0.003 MG/MG Ophthalmic Gel
569	niacin 250 MG [Slo-Niacin]
570	250 ML heparin sodium, porcine 50 UNT/ML Injection
571	promazine 10 MG/ML Oral Suspension [Sparine]
572	tasimelteon 20 MG Oral Capsule [Hetlioz]
573	folic acid 1 MG / heme iron polypeptide 6 MG / polysaccharide iron complex 22 MG / vitamin B12 0.025 MG Oral Tablet
574	flibanserin 100 MG Oral Tablet [Addyi]
575	imipramine pamoate 125 MG
576	oxycodone hydrochloride 20 MG/ML Oral Solution [Oxydose]
577	flurbiprofen 50 MG [Ansaid]
578	dinoprostone 20 MG Vaginal Insert [Prostin E2]
579	calcium lactate 500 MG Oral Capsule
580	aspirin 325 MG / hydrocodone bitartrate 7 MG Oral Tablet
581	hydrocortisone 25 MG/ML Injectable Suspension [Hydrocortone]
582	oxazepam 30 MG [Serax]
583	nebivolol 10 MG Oral Tablet [Bystolic]
584	2 ML fluphenazine decanoate 25 MG/ML Prefilled Syringe
585	calcium carbonate 500 MG Oral Tablet
586	gabapentin 400 MG Oral Capsule [Neurontin]
587	dapsone 100 MG Oral Tablet
588	24 HR fexofenadine hydrochloride 180 MG / pseudoephedrine hydrochloride 240 MG Extended Release Oral Tablet
589	theophylline 400 MG Extended Release Oral Capsule
590	Abuse-Deterrent 12 HR oxycodone hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin]
591	latanoprost 0.05 MG/ML / netarsudil 0.2 MG/ML Ophthalmic Solution [Rocklatan]
592	400 ACTUAT pirbuterol acetate 0.2 MG/ACTUAT Metered Dose Inhaler [Maxair]
593	0.05 ML ranibizumab 10 MG/ML Prefilled Syringe
594	digoxin 0.125 MG Oral Tablet [Digitek]
595	lodoxamide 1 MG/ML Ophthalmic Solution [Alomide]
596	12 HR propafenone hydrochloride 225 MG Extended Release Oral Capsule
597	promethazine hydrochloride 12.5 MG Rectal Suppository [Promethegan]
598	50/50 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule
599	hydrocortisone 25 MG/ML Rectal Cream [Proctosol]
600	100 ML dexmedetomidine 0.004 MG/ML Injection [Precedex]
601	dextromethorphan hydrobromide 1 MG/ML Oral Solution
602	fluoxetine 10 MG [Prozac]
603	valproic acid 250 MG
604	docusate sodium 10 MG/ML Oral Solution [Colace]
605	benzoyl peroxide 0.1 MG/MG
606	calcium acetate 667 MG [Phoslo]
607	cocoa butter 0.76 MG/MG / zinc oxide 0.1 MG/MG Rectal Suppository [Calmol]
608	pseudoephedrine hydrochloride 120 MG [Sudafed]
609	naproxen 750 MG Extended Release Oral Tablet
610	benzalkonium chloride 0.001 MG/MG Topical Gel
611	meloxicam 15 MG Disintegrating Oral Tablet [Qmiiz]
612	{30 (ascorbic acid 120 MG / calcium citrate 125 MG / cholecalciferol 400 UNT / folic acid 1 MG / iron carbonyl 20 MG / pyridoxine hydrochloride 25 MG Oral Tablet) / 10 (pyridoxine hydrochloride 25 MG Oral Tablet) } Pack [CitraNatal B-Calm Kit]
613	hydroquinone 0.04 MG/MG Topical Gel [Seequin]
614	clonazepam Oral Tablet
615	orphenadrine citrate 100 MG Oral Tablet
616	edrophonium chloride 10 MG/ML Injectable Solution
617	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.3111 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet
618	24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
619	ascorbic acid 60 MG / cholecalciferol 0.01 MG / folic acid 0.3 MG / niacin 13.5 MG / riboflavin 1.2 MG / sodium fluoride 2.2 MG / thiamine 1.05 MG / vitamin A 0.75 MG / vitamin B12 0.0045 MG / vitamin B6 1.05 MG / vitamin E 15 UNT Chewable Tablet [MVC-...
620	hydrocortisone Topical Foam
621	hydrocortisone 10 MG/ML Topical Solution [Texacort]
622	sulfasalazine 500 MG Oral Tablet
623	azithromycin 500 MG Oral Tablet
624	aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule
625	24 HR niacin 1000 MG Extended Release Oral Tablet [Niaspan]
626	bisoprolol fumarate 2.5 MG / hydrochlorothiazide 6.25 MG Oral Tablet
627	hydrogen peroxide 15 MG/ML Mouthwash [Perox-A-Mint]
628	fluocinolone acetonide 0.1 MG/ML Topical Oil
629	12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule [Aggrenox]
630	12 HR oxymorphone hydrochloride 7.5 MG Extended Release Oral Tablet
631	glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance]
632	1 ML heparin sodium, porcine 1000 UNT/ML Injection
633	famotidine 10 MG Oral Tablet [Pepcid]
634	quinapril 5 MG Oral Tablet [Accupril]
635	72 HR fentanyl 0.075 MG/HR Transdermal System [Duragesic]
636	coagulation factor IX, human 1 UNT / coagulation factor X, human 1 UNT / factor VII, human 1 UNT / protein C, human 1 UNT / protein S, human 1 UNT / prothrombin, human 1 UNT Injection [Kcentra]
637	fluvastatin 80 MG [Lescol]
638	olmesartan medoxomil 20 MG [Benicar]
639	14 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Trelegy]
640	aspirin 325 MG Delayed Release Oral Tablet [Ecpirin]
641	dopamine Injection
642	diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Diphenhist]
643	diltiazem hydrochloride 360 MG [Tiazac]
644	oxycodone hydrochloride 5 MG Oral Tablet [Endocodone]
645	calcium carbonate 600 UNT / ergocalciferol 200 UNT Oral Capsule
646	lidocaine 70 MG/ML / tetracaine 70 MG/ML Topical Cream [Pliaglis]
647	tolmetin 200 MG Oral Tablet
648	cilastatin 500 MG / imipenem 500 MG / relebactam 250 MG Injection [Recarbrio]
649	phenylephrine hydrochloride 2.5 MG/ML Nasal Spray [Neo-Synephrine]
650	acetaminophen 650 MG / oxycodone hydrochloride 10 MG Oral Tablet [Endocet]
651	melatonin 3 MG / vitamin B6 10 MG Oral Tablet
652	benzocaine hydrochloride 2 MG / dextromethorphan hydrobromide 5 MG Oral Lozenge
653	terbinafine 125 MG Oral Granules [Lamisil]
654	Lactobacillus acidophilus 0.5 MG Oral Tablet
655	amoxicillin 500 MG Oral Capsule [Almodan]
656	folic acid 0.2 MG Oral Tablet
657	Secretin Injectable Solution [SecreFlo]
658	tramadol hydrochloride 400 MG
659	5 ML chloroprocaine hydrochloride 10 MG/ML Injection
660	acetaminophen 325 MG / caffeine 50 MG / phenyltoloxamine citrate 20 MG / salicylamide 250 MG Oral Capsule
661	baclofen 20 MG Oral Tablet
662	chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG Oral Tablet
663	60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]
664	buprenorphine 8.6 MG / naloxone 2.1 MG Sublingual Tablet
665	glycopyrrolate 0.2 MG/ML Injectable Solution
666	methenamine mandelate 500 MG Oral Tablet
667	progesterone 100 MG Vaginal Insert [Endometrin]
668	fluticasone furoate 0.1 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler
669	1 ML morphine sulfate 10 MG/ML Injection
670	mesalamine 250 MG Extended Release Oral Capsule [Pentasa]
671	sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Pad [Rosula]
672	hydrocortisone acetate 5 MG/ML Topical Cream
673	nitrofurantoin, macrocrystals 50 MG Oral Capsule [Macrodantin]
674	prednisone 20 MG Oral Tablet [Orasone]
675	potassium chloride 0.4 MEQ / sodium chloride 7.69 MEQ Oral Tablet
676	10 ML ropivacaine hydrochloride 2 MG/ML Injection
677	100 ML tirofiban 0.05 MG/ML Injection
678	20 ML baclofen 2 MG/ML Prefilled Syringe
679	bupropion hydrochloride 200 MG [Wellbutrin]
680	bupropion hydrochloride 100 MG [Budeprion]
681	nefazodone hydrochloride 250 MG [Serzone]
682	clindamycin 100 MG Vaginal Insert
683	cisapride 10 MG Oral Tablet [Prepulsid]
684	50 ML albumin human, USP 50 MG/ML Injection [Albutein]
685	24 HR metoprolol succinate 50 MG Extended Release Oral Capsule
686	potassium iodide 32.5 MG Oral Tablet
687	minocycline 50 MG Oral Tablet [Dynacin]
688	12 HR diltiazem hydrochloride 60 MG Extended Release Oral Capsule [Cardizem]
689	sennosides, USP 0.0055 MG/MG Oral Granules [Senokot]
690	phenol 14 MG/ML Mucosal Spray [Cheracol Sore Throat]
691	conivaptan
692	Once-Daily diclofenac epolamine 0.013 MG/MG Medicated Patch
693	metronidazole 0.0075 MG/MG [Vandazole]
694	capsaicin 0.00025 MG/MG Topical Gel [Equi-Block Original]
695	povidone-iodine 0.1 MG/MG Medicated Pad
696	diphenhydramine hydrochloride 25 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet [Benadryl Allergy Sinus]
697	morphine sulfate 10 MG [Kadian]
698	glycerin 1300 MG Rectal Suppository
699	tetracycline 125 MG
700	Saccharomyces boulardii Oral Capsule [Florastor]
701	calcium carbonate 80 MG/ML / magnesium hydroxide 27 MG/ML / simethicone 8 MG/ML Oral Suspension
702	magnesium sulfate 80 MG/ML
703	Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension
704	tretinoin 0.5 MG/ML Topical Cream
705	nifedipine
706	ibuprofen 100 MG Oral Tablet
707	Dobutamine 250 MG Injectable Solution [Dobutrex]
708	oxcarbazepine 60 MG/ML Oral Suspension
709	silodosin
710	1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 4.5 MG/ML Injection
711	loxapine 5 MG Oral Capsule
712	metoclopramide 1 MG/ML Oral Solution
713	hydroxyzine hydrochloride 10 MG Oral Tablet [Atarax]
714	albumin human, USP 250 MG/ML Injection [Albuminar]
715	24 HR felodipine 5 MG Extended Release Oral Tablet [Plendil]
716	hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Foam [Epifoam]
717	bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG Oral Tablet [Ziac]
718	bromfenac 0.7 MG/ML Ophthalmic Solution
719	alclometasone dipropionate 0.5 MG/ML Topical Cream [Aclovate]
720	calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution
721	lactulose 10000 MG Powder for Oral Solution [Kristalose]
722	10 ML succinylcholine chloride 100 MG/ML Injection
723	omeprazole 20 MG [Prilosec]
724	amiodarone hydrochloride 200 MG
725	ketorolac tromethamine 10 MG [Toradol]
726	ramipril 10 MG [Altace]
727	temazepam 7.5 MG [Restoril]
728	ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule
729	1 ML meperidine hydrochloride 25 MG/ML Prefilled Syringe
730	alfentanil Injectable Solution
731	sulfur 0.1 MG/MG Medicated Bar Soap
732	12 HR propafenone hydrochloride 425 MG Extended Release Oral Capsule [Rythmol]
733	lidocaine 3 MG/ML
734	venlafaxine 37.5 MG Extended Release Oral Tablet
735	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]
736	benzoyl peroxide 0.1 MG/MG Topical Gel [Benzagel]
737	carvedilol phosphate 80 MG Extended Release Oral Capsule
738	Folic Acid / Iron Oral Tablet
739	Abuse-Deterrent 12 HR morphine sulfate 30 MG Extended Release Oral Tablet
740	deferasirox 180 MG Oral Tablet [Jadenu]
741	thiothixene 10 MG
742	guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
743	eprosartan 600 MG / hydrochlorothiazide 12.5 MG Oral Tablet
744	cetylpyridinium chloride 0.7 MG/ML Mouthwash
745	urea 0.2 MG/MG
746	aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension [Aldroxicon]
747	verapamil hydrochloride 100 MG Extended Release Oral Capsule
748	chlorpheniramine polistirex 8 MG / hydrocodone polistirex 10 MG Extended Release Oral Capsule
749	epinephrine 7 MG/ML
750	lisdexamfetamine dimesylate 30 MG Oral Capsule
751	rosuvastatin calcium 10 MG Oral Tablet
752	rivaroxaban 10 MG Oral Tablet
753	celecoxib 400 MG Oral Capsule
754	paromomycin 250 MG Oral Capsule
755	atenolol 50 MG / chlorthalidone 25 MG Oral Tablet
756	meclizine hydrochloride 25 MG Chewable Tablet
757	thiothixene 10 MG Oral Capsule
758	10 ML sodium bicarbonate 42 MG/ML Prefilled Syringe
759	1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection
760	0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML...
761	0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [Afluri...
762	amitriptyline hydrochloride 100 MG Oral Tablet [Endep]
763	168 HR estradiol 0.00156 MG/HR Transdermal System [Climara]
764	12 HR fexofenadine hydrochloride 60 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Wal-Fex D]
765	ascorbic acid 100 MG / D-biotin 0.3 MG / folic acid 1 MG / niacinamide 20 MG / pantothenic acid 10 MG / pyridoxine hydrochloride 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / vitamin B12 0.006 MG Oral Tablet
766	docosahexaenoate
767	250 ML glucose 100 MG/ML Injection
768	2.7 ML pramlintide acetate 1 MG/ML Pen Injector
769	loratadine 10 MG [Claritin]
770	hyoscyamine sulfate 0.125 MG [Levsin]
771	30 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler
772	120 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.05 MG/ACTUAT Metered Dose Inhaler [Dulera]
773	hydrocortisone 10 MG/ML Topical Cream [Ala-Cort]
774	vancomycin Injectable Solution
775	collagen 500 MG Oral Capsule
776	24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy]
777	niacin 200 MG
778	hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Analpram HC]
779	dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
780	8 HR methylphenidate hydrochloride 10 MG Extended Release Oral Tablet [Metadate]
781	paroxetine mesylate 40 MG Oral Tablet
782	24 HR lovastatin 20 MG Extended Release Oral Tablet [Mevacor]
783	chlorpheniramine maleate 0.4 MG/ML Oral Solution [Aller-Chlor]
784	benzoyl peroxide 50 MG/ML / hydrocortisone 5 MG/ML Topical Lotion
785	folic acid 0.8 MG / vitamin B12 1 MG Disintegrating Oral Tablet
786	interferon alfa-2b 6000000 UNT/ML Injectable Solution [Intron A]
787	bretylium
788	glyburide 4.5 MG Oral Tablet [Glycron]
